receipt_number,payment_amount,payment_date,payment_method,contract_number
6847,2481.46,2023-03-15,PayPal,6847
6848,2368.92,2020-01-24,Credit Card,6848
6849,225.77,2021-05-18,Credit Card,6849
6850,2635.36,2020-05-23,PayPal,6850
6851,136.72,2021-10-15,Bank Transfer,6851
6852,2178.27,2023-11-19,Cash,6852
6853,612.5,2021-07-28,Bank Transfer,6853
6854,2718.34,2023-05-30,Credit Card,6854
6855,1807.59,2022-10-06,Bank Transfer,6855
6856,2769.67,2021-06-15,Cash,6856
6857,1004.84,2022-11-13,Bank Transfer,6857
6858,1760.57,2022-02-14,Cash,6858
6859,2322.83,2023-05-09,PayPal,6859
6860,2704.06,2021-03-02,Credit Card,6860
6861,803.17,2022-04-12,Bank Transfer,6861
6862,996.84,2023-04-17,Credit Card,6862
6863,2132.13,2020-12-06,PayPal,6863
6864,725.18,2021-06-18,Cash,6864
6865,1478.45,2023-06-23,Credit Card,6865
6866,916.14,2023-03-29,Bank Transfer,6866
6867,903.46,2020-04-30,Credit Card,6867
6868,2665.71,2023-04-24,Cash,6868
6869,667.67,2021-02-18,Cash,6869
6870,425.16,2021-03-30,Credit Card,6870
6871,590.69,2022-11-30,Credit Card,6871
6872,2815.2,2021-08-13,PayPal,6872
6873,277.7,2022-05-01,Cash,6873
6874,1925.1,2021-08-29,Bank Transfer,6874
6875,2240.92,2022-06-07,Cash,6875
6876,1174.08,2021-06-10,Credit Card,6876
6877,294.0,2022-06-18,Credit Card,6877
6878,2510.35,2020-02-11,Cash,6878
6879,2654.83,2021-12-08,Credit Card,6879
6880,827.52,2023-03-24,Credit Card,6880
6881,306.77,2021-10-23,Cash,6881
6882,2104.23,2020-04-08,PayPal,6882
6883,1026.71,2021-11-07,PayPal,6883
6884,2012.62,2020-04-17,Credit Card,6884
6885,2497.4,2022-08-03,Bank Transfer,6885
6886,1621.25,2021-05-24,PayPal,6886
6887,542.94,2022-02-11,Bank Transfer,6887
6888,851.8,2021-07-04,PayPal,6888
6889,371.14,2022-08-05,Cash,6889
6890,2554.62,2022-08-22,PayPal,6890
6891,1400.31,2023-09-03,Cash,6891
6892,2559.18,2022-04-29,Credit Card,6892
6893,1031.61,2023-01-29,Credit Card,6893
6894,121.47,2020-06-17,Credit Card,6894
6895,1283.46,2020-05-14,Bank Transfer,6895
6896,123.99,2022-10-28,Bank Transfer,6896
6897,340.69,2022-08-23,PayPal,6897
6898,1263.27,2023-06-29,Credit Card,6898
6899,1262.48,2021-05-28,Credit Card,6899
6900,2288.57,2021-02-11,Credit Card,6900
6901,2048.89,2021-05-23,Cash,6901
6902,472.99,2021-05-18,PayPal,6902
6903,1146.46,2020-07-21,Cash,6903
6904,2941.83,2023-07-10,Bank Transfer,6904
6905,672.96,2020-01-18,Bank Transfer,6905
6906,2672.12,2020-02-15,Bank Transfer,6906
6907,1064.21,2020-12-26,Bank Transfer,6907
6908,2297.92,2020-09-13,Bank Transfer,6908
6909,1252.45,2020-08-14,Credit Card,6909
6910,961.92,2023-10-15,PayPal,6910
6911,254.77,2022-01-19,Bank Transfer,6911
6912,2608.63,2022-07-16,Cash,6912
6913,589.19,2022-12-13,Bank Transfer,6913
6914,2048.53,2021-10-04,Credit Card,6914
6915,2877.98,2020-10-27,Bank Transfer,6915
6916,456.01,2020-06-08,PayPal,6916
6917,428.49,2022-06-04,Credit Card,6917
6918,363.1,2020-07-16,Credit Card,6918
6919,2281.3,2022-08-19,Bank Transfer,6919
6920,2437.35,2021-01-25,Credit Card,6920
6921,684.75,2021-08-08,Cash,6921
6922,234.99,2020-08-01,PayPal,6922
6923,1713.29,2021-02-03,Cash,6923
6924,2787.34,2023-06-29,Cash,6924
6925,855.6,2021-07-21,Cash,6925
6926,2769.9,2020-05-22,Cash,6926
6927,1295.52,2022-12-21,Cash,6927
6928,1441.26,2020-05-12,Cash,6928
6929,941.49,2021-07-17,PayPal,6929
6930,2499.58,2020-12-25,Cash,6930
6931,147.19,2023-01-16,Bank Transfer,6931
6932,140.44,2021-01-09,PayPal,6932
6933,1987.97,2021-01-19,Cash,6933
6934,695.63,2023-09-04,Cash,6934
6935,597.34,2023-03-27,PayPal,6935
6936,1134.3,2022-09-02,Cash,6936
6937,928.48,2022-05-20,Credit Card,6937
6938,1361.87,2023-05-05,Bank Transfer,6938
6939,409.62,2023-12-29,Cash,6939
6940,580.83,2022-04-20,PayPal,6940
6941,1355.8,2020-10-01,Cash,6941
6942,752.93,2021-03-21,Cash,6942
6943,1781.07,2021-12-26,Credit Card,6943
6944,2611.03,2023-07-10,PayPal,6944
6945,1819.46,2020-08-04,Bank Transfer,6945
6946,1733.56,2023-05-10,Credit Card,6946
6947,2310.73,2020-03-27,Bank Transfer,6947
6948,907.8,2022-04-15,Cash,6948
6949,2300.35,2023-07-04,PayPal,6949
6950,812.49,2020-10-31,Bank Transfer,6950
6951,2047.26,2020-09-14,Bank Transfer,6951
6952,392.73,2021-07-24,Bank Transfer,6952
6953,2335.07,2022-03-03,Credit Card,6953
6954,1751.46,2023-02-19,Credit Card,6954
6955,1874.77,2022-11-24,Cash,6955
6956,256.43,2021-07-31,PayPal,6956
6957,2580.92,2023-10-04,Bank Transfer,6957
6958,2620.23,2022-07-29,Credit Card,6958
6959,2108.89,2023-07-17,Cash,6959
6960,2463.79,2020-03-10,PayPal,6960
6961,490.54,2023-05-01,Cash,6961
6962,1539.3,2023-06-03,Credit Card,6962
6963,1741.24,2023-11-05,Cash,6963
6964,1094.41,2023-08-29,Credit Card,6964
6965,1838.23,2022-05-04,Bank Transfer,6965
6966,1533.14,2023-02-01,PayPal,6966
6967,1921.56,2020-03-12,Cash,6967
6968,2082.76,2020-06-20,Bank Transfer,6968
6969,1835.31,2022-06-13,Cash,6969
6970,1478.55,2021-02-05,Cash,6970
6971,2497.97,2021-09-10,Credit Card,6971
6972,1501.58,2021-09-05,Credit Card,6972
6973,764.36,2020-10-19,Cash,6973
6974,2573.41,2022-05-20,Cash,6974
6975,2345.32,2023-01-03,PayPal,6975
6976,2364.83,2022-06-16,Cash,6976
6977,2756.07,2023-11-07,PayPal,6977
6978,2700.09,2020-11-15,Credit Card,6978
6979,169.39,2021-03-07,Cash,6979
6980,1225.9,2023-09-24,Cash,6980
6981,2660.37,2020-06-18,PayPal,6981
6982,1511.56,2020-11-23,Cash,6982
6983,435.17,2021-04-16,Cash,6983
6984,1180.97,2020-03-12,PayPal,6984
6985,2992.92,2022-08-15,Cash,6985
6986,243.75,2023-06-27,Cash,6986
6987,1081.67,2023-09-21,Credit Card,6987
6988,284.89,2022-12-10,Credit Card,6988
6989,2928.46,2021-11-03,Bank Transfer,6989
6990,2572.52,2021-10-08,Bank Transfer,6990
6991,731.72,2023-10-16,Credit Card,6991
6992,2061.36,2021-08-30,Bank Transfer,6992
6993,1048.41,2023-04-03,Credit Card,6993
6994,1142.78,2020-07-16,Cash,6994
6995,1528.07,2023-08-08,PayPal,6995
6996,2422.07,2023-11-07,Cash,6996
6997,2066.43,2023-02-25,Cash,6997
6998,1453.89,2021-12-10,Credit Card,6998
6999,2666.36,2023-06-18,PayPal,6999
7000,2987.25,2020-05-10,Cash,7000
7001,803.25,2020-03-05,Credit Card,7001
7002,796.39,2020-09-12,Bank Transfer,7002
7003,827.57,2022-06-11,Cash,7003
7004,1261.12,2022-12-08,PayPal,7004
7005,1340.38,2020-01-19,Bank Transfer,7005
7006,1498.42,2023-09-13,Cash,7006
7007,1478.78,2023-03-07,Cash,7007
7008,135.34,2023-06-03,Bank Transfer,7008
7009,1245.96,2020-04-08,Cash,7009
7010,2891.55,2021-12-05,Cash,7010
7011,1991.77,2023-05-01,Bank Transfer,7011
7012,504.87,2022-01-24,Bank Transfer,7012
7013,1567.7,2020-11-04,PayPal,7013
7014,778.47,2023-08-06,Bank Transfer,7014
7015,1190.0,2020-04-12,Bank Transfer,7015
7016,1609.66,2023-11-25,Credit Card,7016
7017,2177.57,2022-09-08,PayPal,7017
7018,1862.08,2022-02-26,Credit Card,7018
7019,1002.92,2020-08-28,PayPal,7019
7020,2582.1,2022-06-04,Cash,7020
7021,2397.29,2020-07-26,Credit Card,7021
7022,2465.24,2022-11-16,PayPal,7022
7023,1714.18,2021-11-12,Bank Transfer,7023
7024,2716.63,2020-12-04,Bank Transfer,7024
7025,1601.91,2023-10-13,PayPal,7025
7026,2234.96,2021-04-13,Bank Transfer,7026
7027,1494.12,2022-09-10,Credit Card,7027
7028,2764.82,2022-08-18,Credit Card,7028
7029,961.82,2021-01-04,PayPal,7029
7030,124.24,2021-04-13,Bank Transfer,7030
7031,634.48,2021-10-29,Cash,7031
7032,1859.37,2023-05-12,Cash,7032
7033,2357.17,2021-09-13,Credit Card,7033
7034,1871.48,2023-06-13,Bank Transfer,7034
7035,2203.54,2020-05-24,PayPal,7035
7036,1150.39,2022-11-23,PayPal,7036
7037,2314.0,2022-09-06,Bank Transfer,7037
7038,1880.83,2022-02-06,Credit Card,7038
7039,1443.89,2022-04-03,PayPal,7039
7040,1946.09,2022-03-08,Credit Card,7040
7041,654.68,2022-09-02,Cash,7041
7042,191.05,2023-01-07,PayPal,7042
7043,2738.58,2023-11-23,Bank Transfer,7043
7044,2169.23,2020-02-27,Bank Transfer,7044
7045,2266.2,2022-09-23,PayPal,7045
7046,976.34,2022-01-31,Bank Transfer,7046
7047,1384.63,2023-12-14,Credit Card,7047
7048,1076.35,2020-02-16,Credit Card,7048
7049,2056.52,2020-05-03,Credit Card,7049
7050,611.43,2021-06-09,Cash,7050
7051,1887.85,2021-03-13,PayPal,7051
7052,1678.91,2022-10-21,Cash,7052
7053,2497.12,2023-03-21,PayPal,7053
7054,2266.03,2020-12-01,PayPal,7054
7055,223.53,2020-05-31,Credit Card,7055
7056,2251.34,2020-02-18,PayPal,7056
7057,2683.69,2021-08-08,Cash,7057
7058,1143.68,2023-05-02,Credit Card,7058
7059,1101.89,2022-02-11,Bank Transfer,7059
7060,520.97,2022-01-29,PayPal,7060
7061,1179.44,2022-06-09,Credit Card,7061
7062,1925.93,2021-01-10,Cash,7062
7063,2407.88,2022-12-05,Bank Transfer,7063
7064,2223.12,2020-05-07,PayPal,7064
7065,1201.04,2020-03-31,Credit Card,7065
7066,2065.82,2020-01-10,PayPal,7066
7067,2355.71,2022-12-31,Bank Transfer,7067
7068,927.1,2022-06-08,Cash,7068
7069,2122.46,2020-02-14,Bank Transfer,7069
7070,2020.09,2020-03-15,Cash,7070
7071,477.04,2023-10-26,Cash,7071
7072,1706.26,2023-04-16,Cash,7072
7073,659.1,2021-11-22,Bank Transfer,7073
7074,2896.73,2020-02-17,Credit Card,7074
7075,966.91,2022-07-19,Bank Transfer,7075
7076,683.34,2022-07-03,Credit Card,7076
7077,1997.5,2021-06-17,PayPal,7077
7078,1366.04,2022-06-24,Credit Card,7078
7079,2539.59,2023-08-22,Cash,7079
7080,2277.24,2020-07-15,Credit Card,7080
7081,800.43,2020-06-16,Credit Card,7081
7082,2188.05,2021-03-06,Cash,7082
7083,2520.2,2020-12-16,Cash,7083
7084,2777.11,2023-07-28,Bank Transfer,7084
7085,2051.75,2022-04-20,PayPal,7085
7086,1397.78,2021-01-08,PayPal,7086
7087,2177.0,2023-02-17,Bank Transfer,7087
7088,2221.94,2022-07-14,Cash,7088
7089,1332.68,2023-11-09,Credit Card,7089
7090,459.68,2021-07-21,Cash,7090
7091,262.52,2021-06-08,PayPal,7091
7092,510.38,2023-04-10,Credit Card,7092
7093,2729.21,2023-07-03,Bank Transfer,7093
7094,938.01,2023-07-29,Cash,7094
7095,852.81,2023-03-12,Cash,7095
7096,2270.94,2021-11-07,PayPal,7096
7097,2748.98,2023-08-03,PayPal,7097
7098,1750.79,2023-01-17,Bank Transfer,7098
7099,167.03,2023-07-17,Credit Card,7099
7100,2057.79,2023-07-08,Credit Card,7100
7101,154.04,2022-03-21,Bank Transfer,7101
7102,2449.48,2023-03-19,PayPal,7102
7103,781.37,2022-10-29,PayPal,7103
7104,765.47,2023-09-05,PayPal,7104
7105,2257.38,2020-05-22,Cash,7105
7106,1736.27,2021-10-23,Credit Card,7106
7107,1839.85,2023-04-14,Cash,7107
7108,2604.46,2020-11-28,Credit Card,7108
7109,1723.87,2020-02-11,Credit Card,7109
7110,2084.63,2020-12-06,Credit Card,7110
7111,1500.63,2023-10-25,Bank Transfer,7111
7112,1065.09,2022-09-09,Bank Transfer,7112
7113,920.23,2023-04-06,Credit Card,7113
7114,112.59,2020-10-16,Bank Transfer,7114
7115,1863.65,2021-09-21,Cash,7115
7116,2150.08,2021-12-23,Bank Transfer,7116
7117,1726.62,2020-06-24,Bank Transfer,7117
7118,1265.79,2021-06-02,Cash,7118
7119,171.14,2022-10-09,Cash,7119
7120,2992.51,2023-12-27,Credit Card,7120
7121,1575.74,2021-02-21,Cash,7121
7122,668.87,2021-06-23,Bank Transfer,7122
7123,2729.05,2020-11-25,PayPal,7123
7124,591.69,2020-01-14,Cash,7124
7125,2848.71,2020-05-08,Bank Transfer,7125
7126,806.41,2021-05-21,Cash,7126
7127,1726.46,2020-09-20,PayPal,7127
7128,516.33,2023-02-25,Bank Transfer,7128
7129,2358.99,2021-01-10,Credit Card,7129
7130,1170.87,2022-04-06,PayPal,7130
7131,465.1,2022-06-27,Credit Card,7131
7132,1530.96,2023-01-03,Cash,7132
7133,2989.03,2022-08-26,Bank Transfer,7133
7134,1827.07,2022-04-21,PayPal,7134
7135,2466.7,2023-08-05,Bank Transfer,7135
7136,2082.9,2020-08-04,Bank Transfer,7136
7137,2418.76,2020-06-10,Credit Card,7137
7138,1251.59,2020-01-30,Cash,7138
7139,2855.39,2023-05-03,Bank Transfer,7139
7140,2547.64,2020-03-23,Credit Card,7140
7141,2344.5,2020-03-31,Bank Transfer,7141
7142,2876.34,2021-05-03,Credit Card,7142
7143,2352.66,2022-12-29,PayPal,7143
7144,2429.59,2022-07-11,Credit Card,7144
7145,753.0,2020-05-16,PayPal,7145
7146,1225.0,2023-03-12,Cash,7146
7147,937.29,2020-06-29,Credit Card,7147
7148,1505.2,2022-10-05,PayPal,7148
7149,2572.22,2020-04-05,PayPal,7149
7150,1352.21,2023-10-05,Cash,7150
7151,232.21,2021-02-28,Bank Transfer,7151
7152,1669.04,2023-08-31,Credit Card,7152
7153,282.6,2021-09-07,Credit Card,7153
7154,1586.38,2021-09-28,Cash,7154
7155,1862.63,2021-02-28,Bank Transfer,7155
7156,1642.77,2020-05-02,Cash,7156
7157,2295.8,2021-09-25,PayPal,7157
7158,2148.91,2022-04-29,PayPal,7158
7159,2700.55,2022-05-13,Bank Transfer,7159
7160,2220.77,2020-11-10,Bank Transfer,7160
7161,2363.21,2021-05-29,Credit Card,7161
7162,1699.44,2021-04-06,Cash,7162
7163,1628.17,2021-09-27,Bank Transfer,7163
7164,546.04,2020-11-11,PayPal,7164
7165,2707.3,2023-05-03,PayPal,7165
7166,2107.83,2021-11-29,Bank Transfer,7166
7167,1011.49,2021-12-24,PayPal,7167
7168,1870.32,2023-04-11,Credit Card,7168
7169,1386.23,2021-12-29,Cash,7169
7170,1390.39,2021-05-28,Credit Card,7170
7171,1006.52,2022-11-04,Bank Transfer,7171
7172,1799.65,2022-10-25,Bank Transfer,7172
7173,2980.29,2021-12-24,Bank Transfer,7173
7174,1579.76,2020-06-17,Cash,7174
7175,1768.64,2021-06-27,PayPal,7175
7176,1794.79,2023-04-15,Credit Card,7176
7177,1685.82,2021-10-22,Bank Transfer,7177
7178,1236.6,2021-03-17,PayPal,7178
7179,1206.95,2020-12-27,Bank Transfer,7179
7180,1469.33,2021-01-10,Credit Card,7180
7181,1441.46,2020-03-02,Bank Transfer,7181
7182,2879.79,2023-04-01,PayPal,7182
7183,2475.14,2022-11-08,Credit Card,7183
7184,434.25,2022-06-06,Bank Transfer,7184
7185,536.98,2020-05-31,Cash,7185
7186,1643.54,2021-05-29,Credit Card,7186
7187,1527.35,2023-07-26,Cash,7187
7188,2524.43,2023-02-01,Cash,7188
7189,2466.52,2023-12-16,Bank Transfer,7189
7190,2071.47,2023-03-11,Bank Transfer,7190
7191,2102.41,2023-11-10,Credit Card,7191
7192,2927.13,2023-08-21,Bank Transfer,7192
7193,2081.54,2020-02-27,Credit Card,7193
7194,2246.55,2022-07-23,Credit Card,7194
7195,2364.59,2023-11-02,Bank Transfer,7195
7196,268.55,2021-07-12,Cash,7196
7197,1605.0,2020-07-22,Credit Card,7197
7198,2690.93,2022-04-18,Cash,7198
7199,2671.67,2023-11-20,Bank Transfer,7199
7200,2503.87,2021-03-25,Bank Transfer,7200
7201,2787.97,2020-01-21,Cash,7201
7202,156.5,2023-07-05,Cash,7202
7203,2242.03,2020-06-22,PayPal,7203
7204,928.65,2020-08-20,Cash,7204
7205,1155.71,2023-03-14,PayPal,7205
7206,1715.93,2020-03-02,Cash,7206
7207,1405.48,2022-04-26,PayPal,7207
7208,271.56,2021-08-06,PayPal,7208
7209,2467.09,2022-05-26,Bank Transfer,7209
7210,2050.24,2020-04-28,Cash,7210
7211,2025.24,2022-11-23,Credit Card,7211
7212,2317.12,2023-05-25,Cash,7212
7213,1863.49,2020-03-26,Credit Card,7213
7214,1977.2,2022-12-26,PayPal,7214
7215,253.82,2023-10-11,Credit Card,7215
7216,2112.54,2020-03-13,Credit Card,7216
7217,185.69,2022-10-30,Bank Transfer,7217
7218,1405.34,2023-02-27,Bank Transfer,7218
7219,2771.62,2021-07-10,Cash,7219
7220,1463.92,2022-10-22,Bank Transfer,7220
7221,1033.64,2021-06-29,Bank Transfer,7221
7222,2687.75,2023-12-17,Credit Card,7222
7223,2958.28,2021-01-30,PayPal,7223
7224,2849.18,2023-07-23,Bank Transfer,7224
7225,1240.37,2020-07-23,PayPal,7225
7226,707.15,2021-12-24,Bank Transfer,7226
7227,101.93,2020-04-21,Cash,7227
7228,2534.42,2022-02-18,Bank Transfer,7228
7229,1364.99,2021-03-24,Credit Card,7229
7230,1180.74,2021-12-21,Credit Card,7230
7231,2196.7,2020-10-31,Cash,7231
7232,2376.66,2020-07-03,Credit Card,7232
7233,1068.1,2020-09-28,Credit Card,7233
7234,2755.26,2021-04-23,Cash,7234
7235,1393.9,2022-07-02,Cash,7235
7236,1759.61,2023-06-22,Cash,7236
7237,2194.53,2021-09-21,PayPal,7237
7238,191.55,2020-11-18,Cash,7238
7239,160.97,2023-08-31,PayPal,7239
7240,2574.96,2020-04-01,Credit Card,7240
7241,2622.1,2022-03-22,Bank Transfer,7241
7242,1110.56,2021-06-06,Bank Transfer,7242
7243,875.26,2020-11-13,Cash,7243
7244,1856.76,2020-10-03,Cash,7244
7245,2231.97,2021-08-17,Bank Transfer,7245
7246,1614.29,2021-01-10,Credit Card,7246
7247,2656.0,2022-09-24,Credit Card,7247
7248,744.99,2021-04-15,Cash,7248
7249,2758.22,2023-04-20,PayPal,7249
7250,1340.0,2022-11-30,Bank Transfer,7250
7251,2870.88,2021-04-09,PayPal,7251
7252,2687.56,2022-07-23,Bank Transfer,7252
7253,2124.5,2020-12-26,Cash,7253
7254,2431.77,2023-07-25,Cash,7254
7255,2474.85,2020-07-09,Bank Transfer,7255
7256,1815.79,2023-11-29,Cash,7256
7257,283.78,2022-06-23,Credit Card,7257
7258,2345.5,2021-01-16,Bank Transfer,7258
7259,2213.48,2022-01-11,Bank Transfer,7259
7260,667.48,2021-06-27,Cash,7260
7261,1323.54,2023-05-10,Bank Transfer,7261
7262,387.52,2022-06-30,PayPal,7262
7263,567.03,2022-07-09,Bank Transfer,7263
7264,2793.9,2022-10-20,Credit Card,7264
7265,1657.8,2023-04-24,Credit Card,7265
7266,904.52,2023-07-22,Cash,7266
7267,2412.89,2023-02-09,Credit Card,7267
7268,1018.92,2022-03-04,Bank Transfer,7268
7269,123.28,2022-02-17,Cash,7269
7270,518.28,2021-04-07,PayPal,7270
7271,2543.6,2021-12-29,Bank Transfer,7271
7272,1390.01,2022-07-11,Bank Transfer,7272
7273,1787.97,2022-08-08,Credit Card,7273
7274,533.48,2021-11-08,Cash,7274
7275,1258.18,2021-12-13,Cash,7275
7276,1189.79,2022-04-23,PayPal,7276
7277,2059.84,2023-01-07,PayPal,7277
7278,741.25,2020-05-31,Cash,7278
7279,2004.37,2020-04-25,Cash,7279
7280,2074.86,2020-07-26,Credit Card,7280
7281,2160.45,2023-01-23,Bank Transfer,7281
7282,1519.31,2021-10-16,PayPal,7282
7283,841.53,2020-03-31,Cash,7283
7284,1561.33,2021-01-09,PayPal,7284
7285,2923.17,2022-06-24,PayPal,7285
7286,1091.67,2021-10-12,PayPal,7286
7287,248.51,2023-09-29,Credit Card,7287
7288,1599.26,2022-11-21,Bank Transfer,7288
7289,334.46,2023-08-08,Bank Transfer,7289
7290,818.18,2022-01-06,Bank Transfer,7290
7291,1354.5,2021-02-04,Cash,7291
7292,253.21,2023-09-24,Bank Transfer,7292
7293,2001.89,2022-09-05,PayPal,7293
7294,301.42,2023-06-05,Bank Transfer,7294
7295,1405.03,2023-08-15,PayPal,7295
7296,525.4,2023-12-21,PayPal,7296
7297,2099.92,2022-08-11,Cash,7297
7298,604.78,2022-09-29,PayPal,7298
7299,1238.55,2022-06-20,PayPal,7299
7300,2857.04,2021-01-18,Bank Transfer,7300
7301,306.98,2023-06-04,Bank Transfer,7301
7302,2977.71,2020-11-15,Bank Transfer,7302
7303,1143.71,2023-03-05,PayPal,7303
7304,1110.63,2020-08-06,PayPal,7304
7305,1511.47,2020-03-24,Bank Transfer,7305
7306,2555.3,2020-09-22,Bank Transfer,7306
7307,637.29,2020-04-11,Bank Transfer,7307
7308,1158.42,2022-05-20,Credit Card,7308
7309,1456.12,2021-11-20,Cash,7309
7310,2441.18,2022-08-06,Bank Transfer,7310
7311,2730.93,2023-05-28,Credit Card,7311
7312,1981.04,2021-03-22,PayPal,7312
7313,2096.75,2021-03-20,Bank Transfer,7313
7314,1172.28,2023-03-19,Credit Card,7314
7315,2386.21,2021-08-31,PayPal,7315
7316,1371.54,2021-12-24,Credit Card,7316
7317,1293.61,2021-01-03,PayPal,7317
7318,257.88,2022-05-31,PayPal,7318
7319,1804.0,2021-08-22,PayPal,7319
7320,570.62,2022-04-15,Cash,7320
7321,2195.19,2022-12-06,Bank Transfer,7321
7322,1999.64,2021-11-10,PayPal,7322
7323,2748.43,2020-01-31,Cash,7323
7324,2034.92,2021-04-20,Cash,7324
7325,1940.23,2020-07-24,PayPal,7325
7326,326.62,2022-01-05,Cash,7326
7327,1302.49,2023-03-15,PayPal,7327
7328,2248.23,2023-10-31,Cash,7328
7329,2347.6,2021-12-12,PayPal,7329
7330,1453.39,2022-10-01,Bank Transfer,7330
7331,240.57,2021-08-23,Credit Card,7331
7332,2690.53,2021-03-13,Bank Transfer,7332
7333,2863.67,2023-09-18,Cash,7333
7334,572.49,2023-12-27,Credit Card,7334
7335,987.5,2021-11-23,Credit Card,7335
7336,1105.39,2022-04-23,PayPal,7336
7337,784.87,2021-03-30,Bank Transfer,7337
7338,1951.74,2020-03-27,PayPal,7338
7339,955.94,2023-08-03,Cash,7339
7340,1165.13,2022-07-07,PayPal,7340
7341,2879.39,2023-02-25,Cash,7341
7342,1800.59,2023-09-21,PayPal,7342
7343,1929.67,2022-08-04,Cash,7343
7344,1422.04,2020-06-08,Credit Card,7344
7345,2504.35,2021-11-23,PayPal,7345
7346,1614.51,2020-02-23,Bank Transfer,7346
7347,2899.68,2022-11-21,Bank Transfer,7347
7348,744.28,2020-09-07,Bank Transfer,7348
7349,2610.92,2020-12-10,PayPal,7349
7350,2596.75,2023-07-19,Cash,7350
7351,1967.54,2021-03-25,PayPal,7351
7352,1079.49,2023-07-17,Cash,7352
7353,2935.73,2021-11-26,PayPal,7353
7354,583.4,2022-12-01,Bank Transfer,7354
7355,816.46,2021-01-22,Cash,7355
7356,392.06,2021-11-16,Cash,7356
7357,1236.8,2021-11-08,Credit Card,7357
7358,437.05,2023-01-29,Credit Card,7358
7359,2681.31,2021-09-16,Cash,7359
7360,971.62,2023-09-14,Bank Transfer,7360
7361,1215.2,2020-08-27,Cash,7361
7362,1403.16,2023-12-30,Bank Transfer,7362
7363,1123.28,2023-04-20,Cash,7363
7364,1810.07,2022-11-06,Bank Transfer,7364
7365,474.76,2020-02-08,Credit Card,7365
7366,2110.28,2021-12-14,Credit Card,7366
7367,2101.34,2023-10-20,Bank Transfer,7367
7368,1061.55,2021-04-04,Bank Transfer,7368
7369,731.69,2021-10-30,PayPal,7369
7370,1113.04,2021-11-15,Cash,7370
7371,1399.23,2020-12-11,PayPal,7371
7372,136.42,2020-11-01,Bank Transfer,7372
7373,173.31,2021-07-06,Bank Transfer,7373
7374,728.25,2021-09-30,Credit Card,7374
7375,865.51,2023-11-08,Credit Card,7375
7376,2936.14,2021-03-03,Bank Transfer,7376
7377,839.42,2023-11-01,Cash,7377
7378,833.76,2020-03-21,Bank Transfer,7378
7379,2545.81,2022-06-07,Credit Card,7379
7380,433.87,2023-01-10,Credit Card,7380
7381,2849.83,2023-03-26,Cash,7381
7382,1461.09,2020-01-20,Credit Card,7382
7383,2688.63,2023-06-27,Bank Transfer,7383
7384,2291.01,2022-12-19,Bank Transfer,7384
7385,483.44,2023-01-05,PayPal,7385
7386,275.83,2021-11-16,PayPal,7386
7387,1616.42,2021-11-02,Credit Card,7387
7388,1214.96,2022-10-11,Cash,7388
7389,871.91,2020-09-18,Bank Transfer,7389
7390,1542.41,2022-11-03,PayPal,7390
7391,2120.75,2020-07-24,Bank Transfer,7391
7392,1352.99,2022-06-29,PayPal,7392
7393,1584.5,2023-04-30,Bank Transfer,7393
7394,859.4,2020-03-21,Cash,7394
7395,2105.26,2021-09-07,Bank Transfer,7395
7396,540.08,2023-09-12,Credit Card,7396
7397,2714.17,2023-07-24,Cash,7397
7398,2142.41,2023-11-15,Credit Card,7398
7399,824.86,2020-10-27,Cash,7399
7400,1753.59,2021-06-22,PayPal,7400
7401,380.35,2021-03-20,Bank Transfer,7401
7402,2991.85,2020-07-19,Credit Card,7402
7403,2842.78,2023-11-10,Credit Card,7403
7404,1067.73,2022-09-09,Credit Card,7404
7405,209.51,2020-06-07,Credit Card,7405
7406,2354.89,2023-05-21,PayPal,7406
7407,2653.86,2021-06-14,Cash,7407
7408,511.49,2022-01-18,Bank Transfer,7408
7409,1522.8,2021-11-23,PayPal,7409
7410,2247.24,2020-08-04,PayPal,7410
7411,939.21,2020-12-19,Credit Card,7411
7412,2105.41,2020-07-17,Credit Card,7412
7413,2149.21,2023-11-03,Credit Card,7413
7414,2417.46,2020-04-27,Cash,7414
7415,703.83,2022-10-02,PayPal,7415
7416,1834.31,2021-07-07,Bank Transfer,7416
7417,1066.18,2020-10-18,PayPal,7417
7418,399.79,2023-04-18,Bank Transfer,7418
7419,796.85,2020-03-16,Cash,7419
7420,1684.52,2022-02-04,PayPal,7420
7421,554.14,2022-01-18,Credit Card,7421
7422,759.98,2020-09-13,Credit Card,7422
7423,1240.54,2022-03-29,Cash,7423
7424,2029.64,2020-11-04,Credit Card,7424
7425,2924.25,2023-04-24,Cash,7425
7426,883.38,2020-06-16,PayPal,7426
7427,1821.74,2021-06-28,Cash,7427
7428,1398.03,2022-04-11,Bank Transfer,7428
7429,789.36,2022-04-20,Cash,7429
7430,1041.35,2023-08-05,PayPal,7430
7431,445.58,2020-07-21,Cash,7431
7432,1402.76,2023-04-14,PayPal,7432
